jd_utc,ra_deg,dec_deg,magnitude,band,obs_code,sigma_ra_arcsec,sigma_dec_arcsec,source,designation
2461026.452442,164.17283333333333,6.196361111111111,14.0,G,C97,0.5,0.5,mpc_real_http,0003I
2461026.50634,164.11129166666666,6.217055555555556,14.7,G,L16,0.5,0.5,mpc_real_http,0003I
2461026.52741,164.087125,6.225361111111111,14.6,G,L16,0.5,0.5,mpc_real_http,0003I
2461026.54851,164.06295833333334,6.233583333333334,14.5,G,L16,0.5,0.5,mpc_real_http,0003I
2461026.573154,164.03491666666667,6.243111111111111,13.0,V,Z92,0.5,0.5,mpc_real_http,0003I
2461026.58092,164.02595833333334,6.246083333333333,13.0,V,Z92,0.5,0.5,mpc_real_http,0003I
2461026.588184,164.01766666666668,6.249027777777778,12.9,V,Z92,0.5,0.5,mpc_real_http,0003I
2461026.608669,163.99383333333333,6.257138888888889,14.0,G,M45,0.2,0.2,mpc_real_http,0003I
2461026.612975,163.98891666666665,6.258861111111111,14.1,G,M45,0.2,0.2,mpc_real_http,0003I
2461026.617292,163.98395833333333,6.260555555555555,14.1,G,M45,0.2,0.2,mpc_real_http,0003I
2461026.62807,163.97175,6.264833333333334,14.1,G,134,0.5,0.5,mpc_real_http,0003I
2461026.62961,163.96991666666668,6.265333333333333,14.1,G,134,0.5,0.5,mpc_real_http,0003I
2461026.63113,163.968125,6.266055555555556,14.1,G,134,0.5,0.5,mpc_real_http,0003I
2461026.63267,163.96658333333332,6.266555555555556,14.1,G,134,0.5,0.5,mpc_real_http,0003I
2461026.6342,163.96474999999998,6.267055555555555,14.1,G,134,0.5,0.5,mpc_real_http,0003I
2461026.63575,163.96295833333332,6.267777777777778,14.1,G,134,0.5,0.5,mpc_real_http,0003I
2461026.63729,163.96129166666665,6.268305555555555,14.1,G,134,0.5,0.5,mpc_real_http,0003I
2461026.63884,163.95929166666667,6.269027777777778,14.1,G,134,0.5,0.5,mpc_real_http,0003I
2461026.64038,163.95762499999998,6.269722222222222,14.1,G,134,0.5,0.5,mpc_real_http,0003I
2461026.64193,163.955875,6.270277777777777,14.1,G,134,0.5,0.5,mpc_real_http,0003I
2461026.657882,163.93766666666667,6.276388888888889,13.6,G,970,0.5,0.5,mpc_real_http,0003I
2461026.671123,163.92254166666666,6.281555555555555,13.7,G,970,0.5,0.5,mpc_real_http,0003I
2461026.685139,163.90633333333335,6.287083333333333,13.7,G,970,0.5,0.5,mpc_real_http,0003I
2461026.71578,163.87112499999998,6.299333333333333,13.8,G,Y87,0.5,0.5,mpc_real_http,0003I
2461026.72081,163.86533333333333,6.3013055555555555,13.8,G,Y87,0.5,0.5,mpc_real_http,0003I
2461026.72585,163.85958333333332,6.303277777777778,13.9,G,Y87,0.5,0.5,mpc_real_http,0003I
2461026.74256,163.8405,6.309722222222222,13.7,G,Y88,0.5,0.5,mpc_real_http,0003I
2461026.74466,163.838125,6.310555555555555,13.7,G,Y88,0.5,0.5,mpc_real_http,0003I
2461026.74711,163.83529166666665,6.311555555555556,13.7,G,Y88,0.5,0.5,mpc_real_http,0003I
2461026.804282,163.77066666666667,6.335555555555556,13.0,G,X24,0.5,0.5,mpc_real_http,0003I
2461026.818241,163.75454166666665,6.341055555555555,13.0,G,X24,0.5,0.5,mpc_real_http,0003I
2461026.831759,163.73891666666668,6.346388888888889,13.0,G,X24,0.5,0.5,mpc_real_http,0003I
2461026.91135,163.64758333333333,6.377055555555555,12.2,R,H78,0.5,0.5,mpc_real_http,0003I
2461026.91158,163.64725,6.377166666666667,12.2,R,H78,0.5,0.5,mpc_real_http,0003I
2461026.91316,163.64545833333332,6.377777777777777,12.3,R,H78,0.5,0.5,mpc_real_http,0003I
2461026.91404,163.644375,6.378194444444444,12.4,R,H78,0.5,0.5,mpc_real_http,0003I
2461026.94365,163.61083333333335,6.388694444444445,13.6,G,U94,0.5,0.5,mpc_real_http,0003I
2461026.9489,163.60462500000003,6.390833333333334,13.6,G,U94,0.5,0.5,mpc_real_http,0003I
2461026.95186,163.60120833333332,6.392027777777778,13.5,G,U94,0.5,0.5,mpc_real_http,0003I
2461026.955648,163.59779166666667,6.393527777777778,11.73,G,703,0.25,0.25,mpc_real_http,0003I
2461026.95707,163.59525,6.394111111111112,13.5,G,U94,0.5,0.5,mpc_real_http,0003I
2461026.957951,163.59520833333335,6.394388888888889,11.65,G,703,0.25,0.25,mpc_real_http,0003I
2461026.960254,163.59254166666665,6.395305555555556,11.65,G,703,0.25,0.25,mpc_real_http,0003I
2461026.962558,163.58995833333333,6.396194444444445,11.58,G,703,0.25,0.25,mpc_real_http,0003I
2461027.252623,163.256125,6.510138888888889,13.34,G,P41,0.5,0.5,mpc_real_http,0003I
2461027.256558,163.25175,6.511444444444445,13.33,G,P41,0.5,0.5,mpc_real_http,0003I
2461027.281366,163.22266666666667,6.521472222222222,14.3,G,Q21,0.5,0.5,mpc_real_http,0003I
2461027.281785,163.22254166666667,6.521388888888889,13.34,G,P41,0.5,0.5,mpc_real_http,0003I
2461027.284873,163.21854166666665,6.522805555555555,15.2,G,Q21,0.5,0.5,mpc_real_http,0003I
2461027.285839,163.21825,6.522888888888889,13.34,G,P41,0.5,0.5,mpc_real_http,0003I
2461027.28853,163.21429166666667,6.524277777777778,15.2,G,Q21,0.5,0.5,mpc_real_http,0003I
2461027.333569,163.16400000000002,6.542027777777777,12.71,G,N57,0.5,0.5,mpc_real_http,0003I
2461027.335425,163.16174999999998,6.542888888888889,12.71,G,N57,0.5,0.5,mpc_real_http,0003I
2461027.338092,163.15879166666667,6.543694444444444,12.72,G,N57,0.5,0.5,mpc_real_http,0003I
2461027.348199,163.14779166666668,6.547916666666667,12.65,G,N57,0.5,0.5,mpc_real_http,0003I
2461027.350866,163.1437916666667,6.548805555555555,12.66,G,N57,0.5,0.5,mpc_real_http,0003I
2461027.353418,163.14066666666668,6.549916666666666,12.68,G,N57,0.5,0.5,mpc_real_http,0003I
2461027.364221,163.12858333333332,6.553916666666667,12.71,G,N57,0.5,0.5,mpc_real_http,0003I
2461027.365728,163.127125,6.554555555555555,12.68,G,N57,0.5,0.5,mpc_real_http,0003I
2461027.369092,163.12354166666668,6.556,12.68,G,N57,0.5,0.5,mpc_real_http,0003I
2461027.44295,163.03695833333333,6.584555555555555,12.9,N,152,0.5,0.5,mpc_real_http,0003I
2461027.44558,163.03395833333337,6.585666666666667,13.0,N,152,0.5,0.5,mpc_real_http,0003I
2461027.44843,163.030625,6.586722222222222,12.8,N,152,0.5,0.5,mpc_real_http,0003I
2461027.4521376635,203.8986331979967,-4.403318713019202,17.688587502033148,r,T08,0.35,0.35,extended_ATLAS_archive,
2461027.481381,162.99291666666667,6.599944444444444,13.59,G,M57,0.5,0.5,mpc_real_http,0003I
2461027.489123,162.98395833333333,6.603055555555555,13.57,G,M57,0.5,0.5,mpc_real_http,0003I
2461027.496066,162.97595833333332,6.605777777777777,13.62,G,M57,0.5,0.5,mpc_real_http,0003I
2461027.524948,162.94254166666667,6.616777777777778,13.8,r,M09,0.5,0.5,mpc_real_http,0003I
2461027.529167,162.93758333333335,6.6185277777777785,13.2,R,C23,0.5,0.5,mpc_real_http,0003I
2461027.531917,162.93445833333334,6.6195,13.7,r,M09,0.5,0.5,mpc_real_http,0003I
2461027.538631,162.92666666666668,6.622138888888889,13.8,r,M09,0.5,0.5,mpc_real_http,0003I
2461027.544144,162.92025,6.624416666666667,13.2,R,C23,0.5,0.5,mpc_real_http,0003I
2461027.558796,162.90329166666666,6.630222222222223,13.2,R,C23,0.5,0.5,mpc_real_http,0003I
2461027.561713,162.90025,6.631555555555556,14.5,G,G05,0.5,0.5,mpc_real_http,0003I
2461027.567419,162.8935833333333,6.633749999999999,13.5,G,G05,0.5,0.5,mpc_real_http,0003I
2461027.571701,162.88854166666667,6.6354999999999995,14.8,G,G05,0.5,0.5,mpc_real_http,0003I
2461027.576007,162.883375,6.636944444444444,13.2,R,C23,0.5,0.5,mpc_real_http,0003I
2461027.580255,162.87870833333332,6.638805555555555,13.6,G,G05,0.5,0.5,mpc_real_http,0003I
2461027.58169,162.877,6.639444444444444,14.9,G,G05,0.5,0.5,mpc_real_http,0003I
2461027.59309,162.86374999999998,6.643861111111111,14.1,G,G05,0.5,0.5,mpc_real_http,0003I
2461027.611257,162.842625,6.651027777777778,12.91,G,L92,0.5,0.5,mpc_real_http,0003I
2461027.619201,162.8334583333333,6.654166666666667,13.1,r,213,0.5,0.5,mpc_real_http,0003I
2461027.636737,162.81300000000002,6.661083333333334,12.9,G,L92,0.5,0.5,mpc_real_http,0003I
2461027.663655,162.78166666666667,6.671638888888889,12.82,G,L92,0.5,0.5,mpc_real_http,0003I
2461027.676852,162.76658333333333,6.6768888888888895,13.0,r,213,0.5,0.5,mpc_real_http,0003I
2461027.734155,162.70000000000002,6.6994444444444445,13.1,r,213,0.5,0.5,mpc_real_http,0003I
2461027.839167,162.57929166666668,6.742222222222222,14.99,G,X08,0.5,0.5,mpc_real_http,0003I
2461027.839283,162.57925,6.742305555555555,14.42,G,X08,0.5,0.5,mpc_real_http,0003I
2461027.839398,162.57904166666668,6.742388888888889,15.02,G,X08,0.5,0.5,mpc_real_http,0003I
2461027.925556,162.47945833333333,6.7748333333333335,14.7,V,U76,0.5,0.5,mpc_real_http,0003I
2461027.969097,162.42866666666666,6.792,14.7,V,U76,0.5,0.5,mpc_real_http,0003I
2461028.032164,162.35533333333333,6.816833333333333,14.6,V,U76,0.5,0.5,mpc_real_http,0003I
2461028.14495,162.2254166666667,6.861027777777777,,,Q23,0.5,0.5,mpc_real_http,0003I
2461028.15322,162.21583333333334,6.864305555555555,,,Q23,0.5,0.5,mpc_real_http,0003I
2461028.16183,162.20575000000002,6.8677222222222225,11.6,T,Q23,0.5,0.5,mpc_real_http,0003I
2461028.212742,162.14654166666668,6.8878611111111105,15.2,G,900,0.5,0.5,mpc_real_http,0003I
2461028.217458,162.14120833333334,6.889638888888888,15.3,G,900,0.5,0.5,mpc_real_http,0003I
2461028.222173,162.13558333333333,6.891583333333333,15.3,G,900,0.5,0.5,mpc_real_http,0003I
2461028.287303,162.05954166666666,6.917166666666667,15.2,G,Q21,0.5,0.5,mpc_real_http,0003I
2461028.29081,162.05550000000002,6.918555555555556,14.8,G,Q21,0.5,0.5,mpc_real_http,0003I
2461028.294329,162.05129166666669,6.919916666666667,14.8,G,Q21,0.5,0.5,mpc_real_http,0003I
2461028.29797,162.047875,6.921916666666667,14.2,V,O56,0.5,0.5,mpc_real_http,0003I
2461028.31491422,204.10223223837622,-3.849304783132421,17.911133307729663,r,T08,0.35,0.35,extended_ATLAS_archive,
2461028.3379,162.00120833333335,6.937666666666667,13.7,V,O56,0.5,0.5,mpc_real_http,0003I
2461028.37771,161.95458333333332,6.953333333333333,13.1,V,O56,0.5,0.5,mpc_real_http,0003I
2461028.41303,161.913125,6.966444444444445,13.4,R,C94,0.5,0.5,mpc_real_http,0003I
2461028.423565,161.90208333333334,6.970638888888889,14.9,G,C40,0.5,0.5,mpc_real_http,0003I
2461028.43309,161.89104166666667,6.974388888888889,14.8,G,C40,0.5,0.5,mpc_real_http,0003I
2461028.43508,161.88741666666664,6.97525,13.6,R,C94,0.5,0.5,mpc_real_http,0003I
2461028.444722,161.877125,6.979277777777778,14.8,G,C40,0.5,0.5,mpc_real_http,0003I
2461028.44646,161.87425,6.979777777777778,13.7,R,C94,0.5,0.5,mpc_real_http,0003I
2461028.50728,161.80445833333332,7.003694444444444,14.3,G,B67,0.5,0.5,mpc_real_http,0003I
2461028.508924,161.80254166666666,7.004361111111111,14.3,G,B67,0.5,0.5,mpc_real_http,0003I
2461028.510556,161.80058333333332,7.005055555555556,14.2,G,B67,0.5,0.5,mpc_real_http,0003I
2461028.52093,161.788125,7.009055555555555,12.8,R,119,0.5,0.5,mpc_real_http,0003I
2461028.5212,161.7877083333333,7.009194444444445,12.8,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52149,161.78754166666667,7.009305555555556,12.8,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52177,161.78708333333333,7.0095,12.8,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52206,161.78674999999998,7.009555555555556,12.9,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52235,161.78637500000002,7.009722222222222,12.9,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52264,161.78604166666668,7.009861111111111,12.8,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52293,161.78570833333333,7.009944444444445,12.8,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52321,161.785375,7.010083333333333,12.8,R,119,0.5,0.5,mpc_real_http,0003I
2461028.5235,161.785,7.010166666666667,12.8,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52378,161.784625,7.01025,12.8,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52407,161.78437499999998,7.0104444444444445,12.8,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52436,161.78408333333334,7.010388888888889,12.9,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52465,161.78370833333332,7.010583333333333,12.9,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52493,161.78337499999998,7.010694444444445,12.9,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52522,161.78300000000002,7.010861111111111,12.9,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52551,161.78279166666667,7.010861111111111,12.9,R,119,0.5,0.5,mpc_real_http,0003I
2461028.5258,161.782375,7.011083333333334,12.0,R,119,0.5,0.5,mpc_real_http,0003I
2461028.52609,161.78199999999998,7.0111944444444445,12.9,R,119,0.5,0.5,mpc_real_http,0003I
2461028.526343,161.78199999999998,7.0111944444444445,14.1,G,D69,0.5,0.5,mpc_real_http,0003I
2461028.52637,161.78162500000002,7.0113055555555555,12.8,R,119,0.5,0.5,mpc_real_http,0003I
2461028.571528,161.72925,7.028972222222222,13.8,G,D69,0.5,0.5,mpc_real_http,0003I
2461028.579572,161.7200416666667,7.032333333333333,13.9,r,213,0.5,0.5,mpc_real_http,0003I
2461028.589965,161.70783333333333,7.036305555555556,14.9,G,B74,0.5,0.5,mpc_real_http,0003I
2461028.59206,161.70545833333333,7.037111111111111,15.0,G,B74,0.5,0.5,mpc_real_http,0003I
2461028.604699,161.69058333333334,7.042138888888889,15.3,G,B74,0.5,0.5,mpc_real_http,0003I
2461028.609271,161.68516666666667,7.043805555555555,13.8,G,D69,0.5,0.5,mpc_real_http,0003I
2461028.626806,161.66475000000003,7.0506111111111105,14.0,G,I81,0.5,0.5,mpc_real_http,0003I
2461028.629618,161.66137500000002,7.05175,14.0,G,I81,0.5,0.5,mpc_real_http,0003I
2461028.632442,161.65808333333334,7.052694444444445,14.6,G,I81,0.5,0.5,mpc_real_http,0003I
2461028.641134,161.64800000000002,7.056638888888889,13.9,r,213,0.5,0.5,mpc_real_http,0003I
2461028.641727,161.64708333333334,7.056611111111111,15.8,G,L85,0.5,0.5,mpc_real_http,0003I
2461028.660477,161.62520833333335,7.064027777777778,15.7,G,L85,0.5,0.5,mpc_real_http,0003I
2461028.66867,161.61554166666667,7.067277777777777,14.3,G,134,0.5,0.5,mpc_real_http,0003I
2461028.67021,161.6136666666667,7.067972222222222,14.3,G,134,0.5,0.5,mpc_real_http,0003I
2461028.67174,161.61187500000003,7.068694444444445,14.3,G,134,0.5,0.5,mpc_real_http,0003I
2461028.671757,161.612,7.068472222222222,13.4,G,215,0.5,0.5,mpc_real_http,0003I
2461028.67328,161.61016666666666,7.069111111111111,14.3,G,134,0.5,0.5,mpc_real_http,0003I
2461028.67481,161.60829166666667,7.069805555555555,14.3,G,134,0.5,0.5,mpc_real_http,0003I
2461028.675191,161.608,7.0697777777777775,13.8,G,215,0.5,0.5,mpc_real_http,0003I
2461028.67635,161.60658333333336,7.070222222222222,14.3,G,134,0.5,0.5,mpc_real_http,0003I
2461028.677618,161.60491666666667,7.070861111111111,15.7,G,L85,0.5,0.5,mpc_real_http,0003I
2461028.67791,161.60462500000003,7.070888888888889,14.3,G,134,0.5,0.5,mpc_real_http,0003I
2461028.678626,161.60391666666666,7.07125,12.9,G,215,0.5,0.5,mpc_real_http,0003I
2461028.67944,161.60295833333333,7.071583333333333,14.3,G,134,0.5,0.5,mpc_real_http,0003I
2461028.681,161.60108333333335,7.072027777777778,14.3,G,134,0.5,0.5,mpc_real_http,0003I
2461028.68253,161.59933333333336,7.072666666666667,14.3,G,134,0.5,0.5,mpc_real_http,0003I
2461028.68409,161.59754166666667,7.073333333333333,14.3,G,134,0.5,0.5,mpc_real_http,0003I
2461028.68561,161.5957083333333,7.073972222222222,14.3,G,134,0.5,0.5,mpc_real_http,0003I
2461028.696435,161.58333333333337,7.07825,14.3,G,R60,0.5,0.5,mpc_real_http,0003I
2461028.696794,161.58295833333335,7.0785833333333334,14.3,G,R60,0.5,0.5,mpc_real_http,0003I
2461028.697141,161.58258333333333,7.078611111111111,14.2,G,R60,0.5,0.5,mpc_real_http,0003I
2461028.702419,161.57612500000002,7.080777777777778,13.9,r,213,0.5,0.5,mpc_real_http,0003I
2461028.720847,161.555,7.088222222222222,15.4,r,J13,0.5,0.5,mpc_real_http,0003I
2461028.730814,161.54337500000003,7.092111111111111,15.5,r,J13,0.5,0.5,mpc_real_http,0003I
2461028.842708,161.412875,7.136722222222223,14.9,G,303,0.5,0.5,mpc_real_http,0003I
2461028.843206,161.41225,7.136916666666667,14.6,G,303,0.5,0.5,mpc_real_http,0003I
2461028.85,161.40420833333332,7.139611111111112,14.6,G,303,0.5,0.5,mpc_real_http,0003I
2461028.9489,161.28908333333334,7.177944444444445,14.9,V,U76,0.5,0.5,mpc_real_http,0003I
2461028.991898,161.23854166666663,7.194944444444444,14.9,V,U76,0.5,0.5,mpc_real_http,0003I
2461029.005856,161.22199999999998,7.200555555555556,13.6,G,V16,0.5,0.5,mpc_real_http,0003I
2461029.009734,161.21737499999998,7.202083333333333,13.6,G,V16,0.5,0.5,mpc_real_http,0003I
2461029.014618,161.21158333333332,7.204027777777778,13.6,G,V16,0.5,0.5,mpc_real_http,0003I
2461029.01956,161.205875,7.205916666666667,13.6,G,V16,0.5,0.5,mpc_real_http,0003I
2461029.036806,161.18579166666666,7.212666666666667,14.8,V,U76,0.5,0.5,mpc_real_http,0003I
2461029.04017,161.18175,7.2139444444444445,14.5,N,290,0.5,0.5,mpc_real_http,0003I
2461029.04155,161.18016666666665,7.2145,14.5,N,290,0.5,0.5,mpc_real_http,0003I
2461029.04237,161.17916666666665,7.214833333333334,14.4,N,290,0.5,0.5,mpc_real_http,0003I
2461029.04723,161.17345833333331,7.216722222222223,14.5,N,290,0.5,0.5,mpc_real_http,0003I
2461029.0476,161.17295833333333,7.216888888888889,14.4,N,290,0.5,0.5,mpc_real_http,0003I
2461029.04799,161.17254166666666,7.217,14.5,N,290,0.5,0.5,mpc_real_http,0003I
2461029.04836,161.17216666666664,7.217194444444445,14.4,N,290,0.5,0.5,mpc_real_http,0003I
2461029.04874,161.17166666666665,7.217305555555556,14.5,N,290,0.5,0.5,mpc_real_http,0003I
2461029.15653,161.04649999999998,7.259944444444445,,,903,0.5,0.5,mpc_real_http,0003I
2461029.15982,161.04266666666666,7.26125,,,903,0.5,0.5,mpc_real_http,0003I
2461029.16393,161.03808333333333,7.26275,11.2,T,903,0.5,0.5,mpc_real_http,0003I
2461029.429838,160.72562499999998,7.367972222222222,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.430961,160.72449999999998,7.368472222222222,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.438843,160.71508333333333,7.371527777777778,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.439977,160.71375,7.371916666666667,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.4411,160.71245833333333,7.372388888888889,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.442222,160.7110833333333,7.372888888888888,13.3,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.443345,160.709875,7.373277777777777,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.444479,160.7085,7.373777777777778,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.445602,160.7072083333333,7.374194444444444,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.446725,160.70591666666667,7.37461111111111,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.447847,160.70454166666667,7.375138888888888,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.449977,160.70199999999997,7.375916666666666,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.451111,160.70066666666668,7.376444444444444,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.452234,160.699375,7.376805555555555,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.453356,160.69808333333333,7.377249999999999,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.454491,160.6967083333333,7.377722222222221,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.455613,160.69533333333334,7.378138888888889,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.456736,160.694,7.378666666666666,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.457859,160.69270833333331,7.3790555555555555,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.458981,160.691375,7.379444444444444,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.460116,160.68999999999997,7.379972222222221,13.3,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.461238,160.68866666666668,7.380416666666666,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.462361,160.68741666666665,7.380861111111111,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.463484,160.68604166666665,7.381333333333333,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.464618,160.6847083333333,7.381722222222222,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.465741,160.68333333333334,7.382138888888888,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.466863,160.68204166666666,7.382666666666666,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.467998,160.6807083333333,7.383111111111111,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.46912,160.679375,7.383444444444445,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.470255,160.67808333333332,7.383861111111112,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.471377,160.67675,7.384527777777779,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.47265,160.67529166666665,7.384916666666667,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.473773,160.67391666666666,7.385305555555556,13.5,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.47603,160.67125,7.386277777777778,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.477153,160.66995833333334,7.386638888888889,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.478275,160.66866666666667,7.387055555555556,13.3,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.479398,160.66725,7.387416666666667,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.480532,160.66591666666665,7.387944444444445,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.481655,160.664625,7.388472222222223,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.482778,160.66329166666665,7.388833333333333,13.3,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.483912,160.66195833333333,7.389277777777778,13.3,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.484468,160.66220833333333,7.388722222222222,13.3,R,C23,0.5,0.5,mpc_real_http,0003I
2461029.485035,160.66062499999998,7.389777777777778,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.486157,160.65929166666666,7.390194444444445,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.487292,160.6579166666667,7.390666666666667,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.488495,160.65654166666667,7.391138888888889,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.489494,160.65624999999997,7.390666666666667,13.9,r,M09,0.5,0.5,mpc_real_http,0003I
2461029.48963,160.65520833333332,7.391611111111112,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.490752,160.65395833333332,7.392055555555556,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.491204,160.6543333333333,7.391333333333334,13.3,R,C23,0.5,0.5,mpc_real_http,0003I
2461029.491887,160.65254166666668,7.392527777777779,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.493009,160.65125,7.393055555555556,13.4,G,M47,0.5,0.5,mpc_real_http,0003I
2461029.496434,160.64812499999996,7.393416666666667,13.9,r,M09,0.5,0.5,mpc_real_http,0003I
2461029.498681,160.64545833333332,7.394388888888889,13.3,R,C23,0.5,0.5,mpc_real_http,0003I
2461029.503139,160.6403333333333,7.396083333333333,13.9,r,M09,0.5,0.5,mpc_real_http,0003I
2461029.506169,160.63675,7.397333333333334,13.3,R,C23,0.5,0.5,mpc_real_http,0003I
2461029.513657,160.6278333333333,7.400250000000001,13.4,R,C23,0.5,0.5,mpc_real_http,0003I
2461029.553414,160.58033333333333,7.416083333333334,14.7,G,168,0.5,0.5,mpc_real_http,0003I
2461029.553796,160.58004166666666,7.416250000000001,13.9,G,168,0.5,0.5,mpc_real_http,0003I
2461029.554213,160.5793333333333,7.416250000000001,14.8,G,168,0.5,0.5,mpc_real_http,0003I
2461029.563186,160.56983333333332,7.419888888888889,13.3,G,Z92,0.5,0.5,mpc_real_http,0003I
2461029.573737,160.55716666666663,7.424,12.9,G,Z92,0.5,0.5,mpc_real_http,0003I
2461029.583697,160.54562499999997,7.428083333333333,13.0,G,Z92,0.5,0.5,mpc_real_http,0003I
2461029.65395,160.46195833333334,7.455777777777778,12.6,R,119,0.5,0.5,mpc_real_http,0003I
2461029.65425,160.461625,7.455916666666667,12.6,R,119,0.5,0.5,mpc_real_http,0003I
2461029.65453,160.46129166666665,7.456027777777778,12.6,R,119,0.5,0.5,mpc_real_http,0003I
2461029.65481,160.46095833333334,7.456138888888889,12.6,R,119,0.5,0.5,mpc_real_http,0003I
2461029.6551,160.46062500000002,7.45625,12.6,R,119,0.5,0.5,mpc_real_http,0003I
2461029.65539,160.46029166666668,7.456361111111112,12.5,R,119,0.5,0.5,mpc_real_http,0003I
2461029.867141,160.21204166666664,7.539944444444444,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.867662,160.211375,7.540138888888888,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.868333,160.210625,7.540416666666666,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.868843,160.20999999999998,7.540722222222222,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.869363,160.209375,7.540833333333333,14.7,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.870035,160.20866666666666,7.541111111111111,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.870556,160.208,7.541305555555556,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.871065,160.20733333333334,7.541472222222222,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.871736,160.206625,7.541722222222222,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.872257,160.206,7.541916666666666,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.872766,160.20537499999998,7.542194444444444,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.873437,160.20458333333332,7.542416666666667,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.873958,160.20395833333333,7.542666666666666,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
2461029.874468,160.20341666666664,7.542861111111111,14.8,V,W50,0.5,0.5,mpc_real_http,0003I
